tanggal,sumber (url),judul berita,konten
2025-03-16,https://news.detik.com/berita/d-7825604/respons-pdip-relawan-desak-jokowi-ambil-langkah-hukum-ke-pemfitnah,"Respons PDIP, Relawan Desak Jokowi Ambil Langkah Hukum ke Pemfitnah","Organisasi Barisan Relawan Jokowi Presiden (Bara JP) menanggapi pernyataan PDI Perjuangan yang tak percaya jika Presiden RI ke-7, Joko Widodo (Jokowi), kerap diam meski dicela"
2025-05-15,https://news.detik.com/berita/d-7915201/komisi-ii-dpr-tuding-bawaslu-lakukan-pembiaran-politik-uang-di-barito-utara,Komisi II DPR Tuding Bawaslu Lakukan Pembiaran Politik Uang di Barito Utara,Mahkamah Konstitusi (MK) mendiskualifikasi dua pasangan calon Pemilihan Bupati dan Wakil Bupati Barito Utara 2024 setelah keduanya dinyatakan terbukti melakukan politik uang
2025-02-05,https://news.detik.com/berita/d-7764735/di-outlook-ekonomi-dpr-ct-sarankan-sosialisasi-kebijakan-efisiensi-anggaran,"Di Outlook Ekonomi DPR, CT Sarankan Sosialisasi Kebijakan Efisiensi Anggaran",Founder & Chairman CT Corp Chairul Tanjung (CT) berbicara tentang kebijakan efisiensi anggaran kementerian hingga lembaga di pemerintahan Prabowo Subianto-Gibran Rakabuming
2024-11-26,https://news.detik.com/kolom/d-7656949/politik-simbol-presiden-ancaman-baru-bagi-demokrasi-pilkada,Politik Simbol Presiden: Ancaman Baru bagi Demokrasi Pilkada,"""Bila kita tidak melakukan koreksi saat ini, maka akan menjadi preseden ke depan di setiap pemilihan di berbagai tingkat"
2025-03-13,https://news.detik.com/berita/d-7821684/nasir-pks-sudah-tepat-kapolri-copot-kapolres-ngada-selanjutnya-hukum,"Nasir PKS: Sudah Tepat Kapolri Copot Kapolres Ngada, Selanjutnya Hukum!","Anggota Komisi III DPR RI, Nasir Djamil, mengapresiasi langkah Kapolri Jenderal Listyo Sigit Prabowo mencopot dan memproses eks Kapolres Ngada AKBP Fajar Widyadharma Lukman Sumaatmaja yang terlibat kasus narkoba dan asusila"
2025-07-29,https://news.detik.com/kolom/d-8032645/selanjutnya-psi-harus-berbuat-apa,Selanjutnya PSI Harus Berbuat Apa?,Babak baru Partai Solidaritas Indonesia telah dimulai
2024-12-12,https://news.detik.com/berita/d-7683347/eddy-soeparno-raih-gelar-doktor-ilmu-politik-ui-dengan-ipk-3-84,"Eddy Soeparno Raih Gelar Doktor Ilmu Politik UI dengan IPK 3,84",Wakil Ketua MPR RI Eddy Soeparno meraih gelar Doktor Ilmu Politik dari Universitas Indonesia (UI)
2024-08-22,https://news.detik.com/berita/d-7503135/gus-yahya-nu-berhadapan-pkb-sama-dengan-demo-mahasiswa-lembaga-politik,Gus Yahya: NU Berhadapan PKB Sama dengan Demo Mahasiswa-Lembaga Politik,Ketum PBNU Yahya Cholil Staquf atau Gus Yahya mengibaratkan situasi demo yang menolak Revisi UU Pilkada di gedung DPR dengan polemik NU vs PKB
2025-02-11,https://news.detik.com/berita/d-7774045/jokowi-saya-yang-belajar-politik-ke-pak-prabowo-saling-belajar,"Jokowi: Saya yang Belajar Politik ke Pak Prabowo, Saling Belajar",Presiden ke-7 RI Joko Widodo (Jokowi) merespons pidato Presiden Prabowo Subianto yang menyatakan 'kalau politik ya saya belajar dari Pak Jokowi'
2024-12-10,https://news.detik.com/berita/d-7679790/wamenag-gestur-politik-prabowo-tunjukkan-ciri-demokrasi-indonesia,Wamenag: Gestur Politik Prabowo Tunjukkan Ciri Demokrasi Indonesia,Wakil Menteri Agama (Wamenag) Romo HR Muhammad Syafi'i menekankan pentingnya menjaga suasana kondusif Pilkada 2024
2025-03-15,https://news.detik.com/berita/d-7824755/bahlil-di-ponpes-tasikmalaya-ini-bukan-tahun-politik-tapi-tahun-minta-doa,"Bahlil di Ponpes Tasikmalaya: Ini Bukan Tahun Politik, Tapi Tahun Minta Doa","Ketua Umum Partai Golkar Bahlil Lahadalia bersama jajaran pengurus DPP Partai Golkar melakukan safari Ramadan ke Pondok Pesantren Miftahul Huda Manonjaya, Tasikmalaya, Jawa Barat"
2025-05-13,https://news.detik.com/berita/d-7912799/akademisi-ingatkan-pendemo-patuhi-hukum-singgung-sanksi-jika-anarkis,"Akademisi Ingatkan Pendemo Patuhi Hukum, Singgung Sanksi Jika Anarkis","Dosen Fakultas Hukum Universitas Merdeka Malang, Teguh Suratman, mengingatkan bahwa warga yang ingin menyampaikan pendapat di muka umum harus mengikuti peraturan dan menjaga situasi agar tetap kondusif"
2024-10-23,https://news.detik.com/berita/d-7602805/prabowo-kita-punya-kepentingan-politik-tapi-sepakati-kepentingan-nasional,Prabowo: Kita Punya Kepentingan Politik tapi Sepakati Kepentingan Nasional,"Presiden Prabowo Subianto memimpin rapat kabinet paripurna perdana di Istana Negara, Jakarta"
2025-07-17,https://news.detik.com/foto-news/d-8016298/aksi-damai-ojol-desak-perppu-ojek-daring,Aksi Damai Ojol Desak Perppu Ojek Daring,"Jakarta - Pengemudi ojek online (ojol) gelar demo di Monas, Jakarta"
2024-12-25,https://news.detik.com/berita/d-7703946/maruarar-respons-tudingan-politisasi-hasto-tersangka-hormati-proses-hukum,Maruarar Respons Tudingan Politisasi Hasto Tersangka: Hormati Proses Hukum,"Politisi Partai Gerindra Maruarar Sirait atau akrab disapa Ara, merespons tudingan penetapan tersangka KPK terhadap Sekjen PDIP Hasto Kristiyanto bermuatan politis"
2025-07-21,https://news.detik.com/berita/d-8021506/prabowo-ibaratkan-koperasi-bak-lidi-1-lemah-ratusan-bisa-perkuat-ekonomi,"Prabowo Ibaratkan Koperasi Bak Lidi: 1 Lemah, Ratusan Bisa Perkuat Ekonomi",Presiden Prabowo Subianto mengibaratkan koperasi seperti lidi
2024-08-30,https://news.detik.com/berita/d-7517156/pon-xxi-dinilai-dongkrak-ekonomi-aceh-sumut-pemda-diminta-lakukan-ini,"PON XXI Dinilai Dongkrak Ekonomi Aceh-Sumut, Pemda Diminta Lakukan Ini",Menteri Dalam Negeri (Mendagri) Muhammad Tito Karnavian mendukung pelaksanaan Pekan Olahraga Nasional (PON) XXI 2024 di Provinsi Aceh dan Sumatera Utara (Sumut)
2025-06-13,https://news.detik.com/berita/d-7962262/bamsoet-sebut-politik-uang-masih-jadi-masalah-besar-pemilu-di-ri,Bamsoet Sebut Politik Uang Masih Jadi Masalah Besar Pemilu di RI,Anggota Komisi III DPR RI Bambang Soesatyo mengungkapkan politik uang masih menjadi masalah besar dalam Pemilu di Indonesia
2025-02-17,https://news.detik.com/berita/d-7782729/kapolri-perlu-sinergi-penegakan-hukum-terkait-unsur-kesengajaan-karhutla,Kapolri: Perlu Sinergi Penegakan Hukum Terkait Unsur Kesengajaan Karhutla,Polri berkomitmen untuk membantu penegakan hukum di seluruh wilayah hutan Indonesia
2024-10-11,https://news.detik.com/berita/d-7583722/terima-salim-segaf-dkk-prabowo-terkenang-segajah-dengan-pks,"Terima Salim Segaf dkk, Prabowo Terkenang 'Segajah' dengan PKS","Petinggi PKS yang dipimpin oleh Ketua Majelis Syuro PKS Salim Segaf Aljufri mengunjungi kediaman presiden terpilih Prabowo Subianto di Jl Kertanegara No 4, Jakarta Selatan"
2025-04-15,https://news.detik.com/internasional/d-7869554/hakim-as-blokir-upaya-trump-cabut-status-hukum-500-ribu-imigran,Hakim AS Blokir Upaya Trump Cabut Status Hukum 500 Ribu Imigran,"Hakim federal Amerika Serikat (AS) memblokir langkah pemerintahan Presiden Donald Trump untuk mencabut segera status hukum ratusan ribu imigran dari Venezuela, Kuba, Nikaragua dan Haiti"
2024-12-25,https://news.detik.com/berita/d-7703211/pakar-hukum-nilai-status-tersangka-hasto-kristiyanto-sebagai-kemajuan-kasus,Pakar Hukum Nilai Status Tersangka Hasto Kristiyanto sebagai Kemajuan Kasus,Guru Besar Ilmu Hukum Pidana Khusus Universitas Jenderal Soedirman (Unsoed) Prof Agus Raharjo menilai penetapan Sekretaris Jenderal PDI Perjuangan Hasto Kristiyanto sebagai tersangka merupakan kemajuan bagi kasus yang ditangani oleh Komisi Pemberantasan Korupsi (KPK)
2025-03-25,https://news.detik.com/kolom/d-7839991/kopdes-merah-putih-terobosan-untuk-ketahanan-ekonomi-nasional,Kopdes Merah Putih: Terobosan untuk Ketahanan Ekonomi Nasional,Pendirian Koperasi Desa Merah Putih (Kopdes Merah Putih) di seluruh desa adalah langkah strategis Pemerintahan Presiden Prabowo dalam membangun ketahanan ekonomi nasional
2024-11-15,https://news.detik.com/berita/d-7640874/jelang-pilkada-pemprov-gorontalo-diminta-jaga-stabilitas-politik-keamanan,"Jelang Pilkada, Pemprov Gorontalo Diminta Jaga Stabilitas Politik-Keamanan",Wakil Menteri Dalam Negeri (Wamendagri) Bima Arya Sugiarto mengajak Pemerintah Provinsi (Pemprov) Gorontalo untuk menjaga stabilitas politik dan keamanan menjelang Pemilihan Kepala Daerah (Pilkada) Serentak 2024
2025-02-11,https://news.detik.com/berita/d-7773396/wamenko-polkam-ungkap-tantangan-penegakan-hukum-di-laut,Wamenko Polkam Ungkap Tantangan Penegakan Hukum di Laut,"Komisi I DPR RI menggelar rapat kerja dengan Menko Hukum, HAM, dan Imigrasi Yusril Ihza Mahendra serta Wakil Menko Polkam Lodewijk Freidrich Paulus terkait sistem keamanan laut"
2025-04-14,https://news.detik.com/berita/d-7867912/donasi-sahabat-baik-bantu-kaki-hingga-ekonomi-cyntia-membaik,Donasi Sahabat Baik Bantu Kaki hingga Ekonomi Cyntia Membaik,Raut muka Cyntia tampak bahagia begitu banyak proses kehidupan yang dia telah jalani
2025-04-29,https://news.detik.com/berita/d-7891765/apresiasi-kinerja-investasi-nasional-gerindra-ajak-publik-percaya-ekonomi-ri,"Apresiasi Kinerja Investasi Nasional, Gerindra Ajak Publik Percaya Ekonomi RI",Ketua Fraksi Partai Gerindra DPR Budisatrio Djiwandono mengapresiasi capaian kinerja investasi nasional pada kuartal pertama tahun 2025
2025-07-21,https://news.detik.com/berita/d-8022619/80-000-kopdes-diresmikan-gus-ipul-ini-langkah-perkuat-ekonomi-kerakyatan,"80.000 Kopdes Diresmikan, Gus Ipul: Ini Langkah Perkuat Ekonomi Kerakyatan",Menteri Sosial Saifullah Yusuf atau Gus Ipul menyebut peluncuran Koperasi Desa/Kelurahan Merah Putih (KDMP) sebagai tonggak baru penguatan ekonomi kerakyatan di Indonesia
2025-03-15,https://news.detik.com/berita/d-7825026/bamsoet-potensi-danantara-untuk-dorong-ekonomi-nasional-sangat-besar,Bamsoet: Potensi Danantara untuk Dorong Ekonomi Nasional Sangat Besar,Dosen Pascasarjana Program Doktor Ilmu Hukum Universitas Borobudur Bambang Soesatyo (Bamsoet) menyampaikan lahirnya Badan Pengelola Investasi (BPI) Danantara melalui perubahan ketiga Undang-undang No 1 tahun 2025 tentang BUMN merupakan langkah Pembaharuan Hukum di bidang ekonomi
2024-07-05,https://news.detik.com/foto-news/d-7425237/saepul-uyun-sujati-terima-penghargaan-jaksa-inovatif-adhyaksa-awards-2024,Saepul Uyun Sujati Terima Penghargaan Jaksa Inovatif Adhyaksa Awards 2024,Jakarta - Saepul Uyun Sujati yang menjabat sebagai Kepala Seksi PB3R di Kejaksaan Negeri Kutai Barat menerima penghargaan kategori Jaksa Inovatif dalam Penegakan Hukum
2025-07-12,https://news.detik.com/kolom/d-8007982/koperasi-penjelmaan-ekonomi-kerakyatan,Koperasi Penjelmaan Ekonomi Kerakyatan,"Hari ini, 12 Juli 2025, kita memperingatinya sebagai hari koperasi nasional"
2025-07-30,https://news.detik.com/abc-australia/d-8036443/australia-akan-melarang-anak-anak-di-bawah-16-tahun-menonton-youtube,Australia Akan Melarang Anak-anak di Bawah 16 Tahun Menonton YouTube,Anak-anak di bawah 16 tahun akan dilarang memiliki akun YouTube berdasarkan aturan larangan media sosial yang akan diberlakukan di Australia
2025-04-10,https://news.detik.com/berita/d-7861956/pdip-dinilai-berat-untuk-koalisi-dengan-prabowo,PDIP Dinilai Berat untuk Koalisi dengan Prabowo,Sekjen Partai Gerindra Ahmad Muzani mengatakan Ketum PDIP RI Megawati Soekarnoputri akan memperkuat pemerintahan tetapi posisinya tetap di luar koalisi
2025-05-18,https://news.detik.com/berita/d-7918469/intip-arah-kebijakan-ri-hadapi-tekanan-global-di-outlook-ekonomi-dpr,Intip Arah Kebijakan RI Hadapi Tekanan Global di Outlook Ekonomi DPR!,"Saat ini, sektor ekonomi Indonesia sedang dalam kondisi yang tidak mudah"
2024-11-07,https://news.detik.com/berita/d-7626983/gubernur-kalsel-tersangka-suap-hilang-wamendagri-hormati-proses-hukum,"Gubernur Kalsel Tersangka Suap Hilang, Wamendagri: Hormati Proses Hukum","KPK mencari keberadaan Gubernur Kalimantan Selatan (Kalsel) Sahbirin Noor atau Paman Birin, yang merupakan tersangka kasus suap"
2025-01-05,https://news.detik.com/berita/d-7718288/mk-hapus-pt-20-doli-golkar-dorong-revisi-uu-politik-secara-komprehensif,"MK Hapus PT 20%, Doli Golkar Dorong Revisi UU Politik Secara Komprehensif",Waketum Golkar Ahmad Doli Kurnia menegaskan pihaknya menghormati putusan Mahkamah Konstitusi (MK) yang menghapus ambang batas atau presidential threshold (PT) minimal 20% kursi DPR sebagai syarat pencalonan presiden dan wakil presiden
2025-01-29,https://news.detik.com/dw/d-7754613/turki-berharap-raup-keuntungan-ekonomi-dari-rekonstruksi-suriah,Turki Berharap Raup Keuntungan Ekonomi dari Rekonstruksi Suriah,"Sejak awal perang saudara, Turki menampung lebih dari tiga juta pengungsi Suriah"
2025-07-26,https://news.detik.com/berita/d-8030604/anak-korban-pemerkosaan-ayah-kandung-di-bekasi-jalani-konseling,Anak Korban Pemerkosaan Ayah Kandung di Bekasi Jalani Konseling,Seorang anak perempuan berusia 14 tahun di Bekasi menjadi korban pemerkosaan ayah kandungnya sejak setahun lalu
2024-10-30,https://news.detik.com/berita/d-7613022/temuan-duit-hampir-rp-1-t-zarof-ricar-dinilai-tanda-krisis-sistem-hukum,Temuan Duit Hampir Rp 1 T Zarof Ricar Dinilai Tanda Krisis Sistem Hukum,Masyarakat dihebohkan dengan penemuan uang Rp 920 miliar dan 51 kilogram emas di kediaman Mantan Kepala Balitbang Diklat Kumdil Mahkamah Agung (MA) Zarof Ricar
2025-02-28,https://news.detik.com/berita/d-7799816/doli-golkar-desak-perbaikan-sistem-politik-terpikir-opsi-amandemen-uud,"Doli Golkar Desak Perbaikan Sistem Politik, Terpikir Opsi Amandemen UUD","Anggota Komisi II DPR RI yang juga Wakil Ketua Umum Partai Golkar, Ahmad Doli Kurnia, menjelaskan urgensi perubahan perbaikan sistem politik Indonesia"
2025-01-21,https://news.detik.com/berita/d-7742717/kpk-usut-dugaan-korupsi-pertamina-patra-niaga-hormati-proses-hukum,"KPK Usut Dugaan Korupsi, Pertamina Patra Niaga Hormati Proses Hukum",Komisi Pemberantasan Korupsi (KPK) tengah mengusut kasus dugaan korupsi terkait proyek Digitalisasi SPBU PT Pertamina periode 2018-2023
2025-02-28,https://news.detik.com/berita/d-7799207/ormas-gerakan-rakyat-bisa-jadi-mesin-politik-anies-pan-hak-warga-negara,Ormas Gerakan Rakyat Bisa Jadi Mesin Politik Anies? PAN: Hak Warga Negara,Wakil Ketua Umum DPP PAN Saleh Partaonan Daulay angkat bicara terkait berdirinya ormas Gerakan Rakyat yang dihadiri Anies Baswedan
2025-04-17,https://news.detik.com/kolom/d-7873293/trump-effect-dan-siklus-yusuf,Trump Effect dan Siklus Yusuf,"Ibarat petir di siang bolong, pada tanggal 2 April 2025 seluruh kepala negara dan pelaku ekonomi di seluruh dunia dibuat terkaget-kaget oleh kebijakan presiden Amerika Serikat, Donald Trump"
2025-03-13,https://news.detik.com/berita/d-7822187/ahli-hukum-ub-apresiasi-kapolri-tindak-tegas-eks-kapolres-ngada,Ahli Hukum UB Apresiasi Kapolri Tindak Tegas Eks Kapolres Ngada,"Ahli hukum dari Universitas Brawijaya, Aan Eko Widiarto, mengapresiasi Kapolri Jenderal Listyo Sigit Prabowo yang menindak tegas kasus narkoba dan asusila yang melibatkan mantan Kapolres Ngada AKBP Fajar Widyadharma Lukman Sumaatmaja"
2025-05-29,https://news.detik.com/berita/d-7939566/waka-komisi-iii-dpr-dorong-penegakan-hukum-di-bengkulu-bebas-intervensi,Waka Komisi III DPR Dorong Penegakan Hukum di Bengkulu Bebas Intervensi,"Wakil Ketua Komisi III DPR RI dari Fraksi Partai Golkar, Sari Yuliati menegaskan integritas dan independensi lembaga hukum adalah harga mati dalam membangun kepercayaan publik"
2024-10-03,https://news.detik.com/pilkada/d-7570034/pramono-rano-teken-kontrak-politik-dengan-fbr-soal-lembaga-adat-betawi,Pramono-Rano Teken Kontrak Politik dengan FBR Soal Lembaga Adat Betawi,"Cagub-cawagub Jakarta nomor urut 3, Pramono Anung-Rano Karno, bertemu Ketum Forum Betawi Rempug (FBR)"
2025-05-17,https://news.detik.com/berita/d-7918574/pramono-dukung-event-kopi-iternasional-di-jakarta-dorong-ekonomi-barista-lokal,"Pramono Dukung Event Kopi Iternasional di Jakarta, Dorong Ekonomi Barista Lokal",Gubernur Jakarta Pramono Anung mengunjungi event World of Coffee yang pertama kali digelar di Jakarta
2025-04-14,https://news.detik.com/kolom/d-7867953/ekonomi-sulit-tanya-orang-orang-terdekat,Ekonomi Sulit? Tanya Orang-Orang Terdekat!,"Di tengah gelombang informasi ekonomi makro yang terkadang terasa abstrak, cara paling sederhana dan autentik untuk memahami kondisi riil Indonesia mungkin justru berawal dari percakapan sehari-hari"
2024-11-09,https://news.detik.com/berita/d-7630710/wamendagri-dorong-pemda-jaga-stabilitas-politik-keamanan-selama-pilkada,Wamendagri Dorong Pemda Jaga Stabilitas Politik & Keamanan Selama Pilkada,Wakil Menteri Dalam Negeri (Wamendagri) Bima Arya Sugiarto mendorong seluruh pemerintah daerah (Pemda) untuk menjaga stabilitas politik dan keamanan
2024-12-24,https://news.detik.com/berita/d-7701714/tudingan-politisasi-hukum-kpk-usai-hasto-jadi-tersangka,Tudingan Politisasi Hukum KPK Usai Hasto Jadi Tersangka,"""Kami melihat bahwa politisasi hukum itu kuat sekali, buktinya yang tersangka di kasus CSR BI saja sebanyak 2 orang bisa diralat"
2024-07-01,https://news.detik.com/berita/d-7417441/kuasa-hukum-pdi-perjuangan-gugat-penyidik-kpk-ke-pn-jaksel,Kuasa Hukum PDI Perjuangan Gugat Penyidik KPK ke PN Jaksel,"Kuasa hukum PDI Perjuangan, Ronny Talapessy, mengajukan gugatan perbuatan melawan hukum di PN Jakarta Selatan"
2024-08-25,https://news.detik.com/berita/d-7508038/pkb-sebut-maruf-amin-bakal-terlibat-tentukan-sikap-politik,PKB Sebut Ma'ruf Amin Bakal Terlibat Tentukan Sikap Politik,Ketua DPP Partai Kebangkitan Bangsa (PKB) Daniel Johan mengatakan Wapres Ma'ruf Amin akan terlibat dalam penentuan sikap politik partai
2025-02-15,https://news.detik.com/internasional/d-7779896/presiden-lebanon-bersumpah-hukum-penyerang-tentara-penjaga-perdamaian-pbb,Presiden Lebanon Bersumpah Hukum Penyerang Tentara Penjaga Perdamaian PBB,Presiden Lebanon Joseph Aoun memberikan reaksi keras terhadap penyerangan yang melanda konvoi pasukan penjaga perdamaian Perserikatan Bangsa-Bangsa (PBB) atau UNIFIL di negara tersebut
2025-07-29,https://news.detik.com/berita/d-8034691/jurist-tan-3-kali-mangkir-kejagung-tunggu-langkah-hukum-berikutnya,"Jurist Tan 3 Kali Mangkir, Kejagung: Tunggu Langkah Hukum Berikutnya","Kejaksaan Agung (Kejagung) RI mengungkap telah melakukan pemanggilan ketiga untuk tersangka kasus dugaan korupsi pengadaan laptop Chromebook, Jurist Tan"
2025-04-24,https://news.detik.com/berita/d-7883413/ibas-sebut-pentingnya-perkuat-diplomasi-ri-hadapi-geopolitik-ekonomi-global,Ibas Sebut Pentingnya Perkuat Diplomasi RI Hadapi Geopolitik-Ekonomi Global,"Wakil Ketua MPR RI dari Partai Demokrat, Edhie Baskoro Yudhoyono (Ibas) menekankan pentingnya Indonesia memperkuat diplomasi kebangsaan untuk menghadapi berbagai tantangan geopolitik dan ekonomi global"
2025-07-17,https://news.detik.com/berita/d-8016682/kpk-tetapkan-4-tersangka-gratifikasi-pengadaan-katalis-bensin,KPK Tetapkan 4 Tersangka Gratifikasi Pengadaan Katalis Bensin,KPK telah menetapkan empat orang sebagai tersangka dalam kasus dugaan gratifikasi pengadaan katalis di PT Pertamina Persero
2024-08-11,https://news.detik.com/berita/d-7484282/karier-politik-airlangga-hartarto-yang-mundur-dari-ketum-golkar,Karier Politik Airlangga Hartarto yang Mundur dari Ketum Golkar,Airlangga Hartarto menyatakan mundur dari Ketua Umum Golkar
2024-08-18,https://news.detik.com/kolom/d-7495527/politik-kehadiran-dan-79-tahun-indonesia-merdeka,Politik Kehadiran dan 79 Tahun Indonesia Merdeka,"""Jika hatimu penuh cinta, maka tidak ada ruang untuk kebencian"" Kutipan di atas adalah sajak cinta dari seorang filsuf ternama, Jalaluddin Rumi"
2024-12-26,https://news.detik.com/berita/d-7705071/kasus-hasto-politis-pakar-hukum-dibuktikan-di-persidangan,Kasus Hasto Politis? Pakar Hukum: Dibuktikan di Persidangan,Dosen Universitas Negeri Malang (UM) Dr Nuruddin Hady menilai ada tidaknya unsur politis di balik penetapan status tersangka Sekjen PDIP Hasto Kristiyanto bisa dibuktikan melalui persidangan
2025-07-30,https://news.detik.com/berita/d-8036480/kata-puan-soal-kabar-kongres-pdip-usai-bimtek-di-bali,Kata Puan soal Kabar Kongres PDIP Usai Bimtek di Bali,PDIP dikabarkan akan menggelar Kongres 2025 setelah bimbingan teknis (bimtek) DPR dan DPRD provinsi/kabupaten/kota Fraksi PDIP di Bali
2025-02-21,https://news.detik.com/berita/d-7788860/pakar-penahanan-hasto-harus-dihormati-upaya-penegakan-hukum,"Pakar: Penahanan Hasto Harus Dihormati, Upaya Penegakan Hukum","Pakar Hukum Tata Negara dari Universitas Sultan Ageng Tirtayasa (Untirta), Fatkhul Muin, berpendapat semua pihak harus menghormati langkah Komisi Pemberantasan Korupsi (KPK) yang menahan Sekjen PDIP Hasto Kristiyanto"
2024-09-19,https://news.detik.com/bbc-world/d-7548350/dinasti-politik-rajapaksa-ingin-kembali-berkuasa-di-sri-lanka,Dinasti Politik Rajapaksa Ingin Kembali Berkuasa di Sri Lanka,Puluhan anak muda tampak riang gembira berenang dan bermain air di kolam renang Istana Kepresidenan Sri Lanka di Kolombo
2024-07-10,https://news.detik.com/berita/d-7432486/puan-parlemen-remaja-ajang-pembelajaran-politik-ke-generasi-muda,Puan: Parlemen Remaja Ajang Pembelajaran Politik ke Generasi Muda,DPR RI kembali membuka program Parlemen Remaja bagi pelajar tingkat Sekolah Menengah Atas (SMA) dan sederajat
2025-01-02,https://news.detik.com/berita/d-7715155/presidential-threshold-hilang-pdip-akan-bikin-rekayasa-konstitusional-koalisi,"Presidential Threshold Hilang, PDIP Akan Bikin Rekayasa Konstitusional Koalisi",PDIP merespons putusan Mahkamah Konstitusi (MK) yang menghapus ambang batas atau presidential threshold (PT) minimal 20% kursi DPR atau memperoleh 25% suara sah nasional di pemilu sebelumnya sebagai syarat pencalonan Presiden dan Wakil Presiden
2024-11-23,https://news.detik.com/berita/d-7652678/habiburokhman-soal-pemulangan-mary-jane-sesuai-politik-hukum-terbaru-ri,Habiburokhman soal Pemulangan Mary Jane: Sesuai Politik Hukum Terbaru RI,"Pemerintah berencana memulangkan terpidana mati kasus narkoba Mary Jane ke negara asalnya, Filipina"
2025-02-09,https://news.detik.com/berita/d-7769625/pimpinan-dprd-jakarta-tinjau-ulang-status-ekonomi-penghuni-rusunawa,Pimpinan DPRD Jakarta: Tinjau Ulang Status Ekonomi Penghuni Rusunawa!,Pemprov DKI Jakarta menemukan ada penghuni rumah susun sewa (rusunawa) yang memiliki 5 angkot JakLingko
2025-01-16,https://news.detik.com/berita/d-7735431/cak-imin-saya-sama-dengan-presiden-sing-penting-cepat-berdayakan-ekonomi,"Cak Imin: Saya Sama dengan Presiden, Sing Penting Cepat Berdayakan Ekonomi",Menko Koordinator Bidang Pemberdayaan Ekonomi RI Muhaimin Iskandar (Cak Imin) mengatakan pihaknya terus mendorong adanya peningkatan dari ekonomi masyarakat
2024-12-31,https://news.detik.com/berita/d-7710588/ahli-hukum-nilai-teknologi-ai-bisa-prediksi-potensi-korupsi-mark-up-anggaran,Ahli Hukum Nilai Teknologi AI Bisa Prediksi Potensi Korupsi-Mark Up Anggaran,Presiden Prabowo Subianto meminta mark up anggaran pemerintah harus dihentikan
2024-11-08,https://news.detik.com/internasional/d-7627940/biden-minta-warga-as-turunkan-suhu-politik-usai-trump-menang-pilpres,Biden Minta Warga AS Turunkan Suhu Politik Usai Trump Menang Pilpres,Presiden Amerika Serikat (AS) Joe Biden meminta warganya untuk menurunkan suhu politik usai Donald Trump dinyatakan memenangkan Pemilihan Presiden (Pilpres) AS 2024
2025-07-22,https://news.detik.com/berita/d-8022848/tom-lembong-banding-jaksa-tak-bergeming,"Tom Lembong Banding, Jaksa Tak Bergeming","Mantan Menteri Perdagangan Thomas Trikasih Lembong atau Tom Lembong mengajukan banding atas vonis 4,5 tahun penjara dalam kasus impor gula"
2024-08-12,https://news.detik.com/berita/d-7486247/pihak-anak-musisi-minta-eks-pacar-diproses-hukum-buntut-sebarkan-video-syur,Pihak Anak Musisi Minta Eks Pacar Diproses Hukum Buntut Sebarkan Video Syur,"Polisi menangkap pria berinisial AP (27), mantan pacar anak musisi, AD, atas penyebaran video syur"
2025-01-08,https://news.detik.com/berita/d-7722908/ri-gabung-brics-eddy-soeparno-langkah-strategis-mencapai-ekonomi-8,"RI Gabung BRICS, Eddy Soeparno: Langkah Strategis Mencapai Ekonomi 8%","Wakil Ketua MPR RI Eddy Soeparno menanggapi resminya Indonesia menjadi anggota penuh blok ekonomi Brasil, Rusia, India, China, dan Afrika Selatan (BRICS)"
2025-07-11,https://news.detik.com/kolom/d-8006474/menyulap-tambak-mangkrak-menjadi-mesin-ekonomi-biru,Menyulap Tambak Mangkrak Menjadi Mesin Ekonomi Biru,Lebih dari Rp26 triliun dana disiapkan pemerintah untuk menyulap tambak-tambak idle di Pantura Jawa Barat menjadi pusat produksi ikan nila salin terbesar di Asia Tenggara
2025-07-30,https://news.detik.com/berita/d-8036774/tinjau-pabrik-paragoncorp-di-jatake-6-bpom-sudah-sesuai-tupoksi,"Tinjau Pabrik ParagonCorp di Jatake 6, BPOM: Sudah Sesuai Tupoksi","Kepala Badan Pengawas Obat dan Makanan Republik Indonesia (BPOM RI), Taruna Ikrar meninjau fasilitas produksi dan laboratorium riset perusahaan kosmetik nasional, ParagonCorp di Jatake 6 (R&D) Center, Cikupa, Tangerang, hari ini"
2024-08-04,https://news.detik.com/foto-news/d-7472746/potret-layanan-pembuatan-paspor-di-senayan,Potret Layanan Pembuatan Paspor di Senayan,Jakarta - Kementerian Hukum dan Hak Asasi Manusia (Kemenkumham) membuka layanan publik untuk warga Jabodetabek di Senayan
2025-06-02,https://news.detik.com/berita/d-7944074/menkop-budi-arie-kopdes-merah-putih-perwujudan-ekonomi-pancasila,Menkop Budi Arie: Kopdes Merah Putih Perwujudan Ekonomi Pancasila,Menteri Koperasi (Menkop) Budi Arie Setiadi menyatakan bahwa pemerintah sangat serius untuk memastikan kehidupan rakyat Indonesia agar lebih sejahtera
2025-06-21,https://news.detik.com/berita/d-7974784/jaksa-bicara-peran-medsos-bagi-warga-untuk-pelototi-kerja-penegak-hukum,Jaksa Bicara Peran Medsos Bagi Warga untuk Pelototi Kerja Penegak Hukum,"Asisten Jaksa Pembinaan di Kejaksaan Tinggi Yogyakarta, Rahmat Budiman, menjadi pembicara di acara Sound of Justice"
