tanggal,sumber (url),judul berita,konten
2025-05-19,https://news.detik.com/kolom/d-7920714/melindungi-marwah-demokrasi-dari-politik-fitnah,Melindungi Marwah Demokrasi dari Politik Fitnah,Kontroversi yang dipicu oleh Roy Suryo dan kelompoknya terkait tuduhan ijazah palsu Presiden Joko Widodo bukan sekadar kegaduhan biasa
2024-08-01,https://news.detik.com/pemilu/d-7469069/zita-soal-kans-maju-pilkada-keluarga-saya-tak-dinasti-politik,Zita soal Kans Maju Pilkada: Keluarga Saya Tak Dinasti Politik,"Ketua DPP PAN, Zita Anjani, menjawab soal tudingan dinasti politik hingga kans maju Pilkada serentak 2024"
2025-03-11,https://news.detik.com/berita/d-7818656/koperasi-desa-merah-putih-dorong-digitalisasi-untuk-gerakkan-ekonomi-lokal,Koperasi Desa Merah Putih Dorong Digitalisasi untuk Gerakkan Ekonomi Lokal,Koperasi Desa Merah Putih hadir sebagai langkah strategis dalam memperkuat perekonomian desa di Indonesia
2024-08-30,https://news.detik.com/kolom/d-7513465/meneguhkan-kembali-idealisme-politik,Meneguhkan (Kembali) Idealisme Politik,"Akhir-akhir ini, publik diperhadapkan pada serangkaian peristiwa politik yang tidak sekadar sulit dicerna dengan mudah, tapi juga alot untuk dikonsumsi dengan nikmat"
2025-07-25,https://news.detik.com/berita/d-8029305/viral-aksi-heroik-duo-satpam-bekuk-copet-di-halte-bapedda-kota-bogor,Viral Aksi Heroik Duo Satpam Bekuk Copet di Halte Bapedda Kota Bogor,"Rekaman video yang memperlihatkan dua petugas sekuriti atau satpam menangkap pria diduga copet setelah beraksi di halte Jalan Kapten Muslihat, Kota Bogor, Jawa Barat"
2024-08-29,https://news.detik.com/pilkada/d-7515136/gerindra-ingatkan-rk-tak-anggap-remeh-pramono-beliau-senior-di-politik,Gerindra Ingatkan RK Tak Anggap Remeh Pramono: Beliau Senior di Politik,"Partai Gerindra memuji sosok bakal cagub Jakarta dari PDIP, Pramono Anung, yang akan berhadapan dengan jagoannya, Ridwan Kamil (RK)"
2025-03-13,https://news.detik.com/berita/d-7822122/waka-komisi-iii-dukung-kapolri-hukum-maksimal-eks-kapolres-ngada,Waka Komisi III Dukung Kapolri Hukum Maksimal Eks Kapolres Ngada,"Wakil Ketua Komisi III DPR RI Rano Alfath mengapresiasi Kapolri Jenderal Listyo Sigit Prabowo yang mencopot eks Kapolres Ngada, AKBP Fajar Widyadharma Lukman Sumaatmaja, dalam kasus narkoba dan asusila"
2024-08-29,https://news.detik.com/berita/d-7514513/pilkada-serentak-2024-polisi-ajak-mahasiswa-cilegon-awasi-politik-uang,"Pilkada Serentak 2024, Polisi Ajak Mahasiswa Cilegon Awasi Politik Uang","Polisi mengajak mahasiswa mengawasi pidana pemilu, termasuk politik uang pada Pilkada Serentak 2024 di Cilegon, Banten"
2025-07-21,https://news.detik.com/berita/d-8022608/pn-jakpus-bantah-vonis-4-5-tahun-tom-lembong-terkait-isu-politik,"PN Jakpus Bantah Vonis 4,5 Tahun Tom Lembong Terkait Isu Politik","Mantan Menteri Perdagangan Thomas Trikasih Lembong alias Tom Lembong divonis 4,5 tahun penjara dalam kasus korupsi impor gula"
2025-07-21,https://news.detik.com/berita/d-8021528/geramnya-prabowo-pada-vampir-ekonomi-parasit-pengisap-darah-rakyat,"Geramnya Prabowo pada 'Vampir Ekonomi': Parasit, Pengisap Darah Rakyat",Presiden Prabowo Subianto meminta Jaksa Agung ST Burhanuddin dan Kapolri Jenderal Listyo Sigit Prabowo mengusut dan menindak oknum penggiling padi yang merugikan negara hingga Rp 100 triliun setiap tahun
2025-06-28,https://news.detik.com/berita/d-7986461/airlangga-ungkap-langkah-pemerintah-respons-dinamika-ekonomi-global,Airlangga Ungkap Langkah Pemerintah Respons Dinamika Ekonomi Global,"Usai mendampingi Presiden Prabowo Subianto dalam menerima kunjungan resmi Perdana Menteri Malaysia Anwar Ibrahim, Menteri Koordinator Bidang Perekonomian, Airlangga Hartarto menghadiri Rapat Terbatas Bersama Jajaran Menteri Kabinet Merah Putih di Istana Merdeka, Jumat (27/06)"
2025-07-21,https://news.detik.com/berita/d-8021584/prabowo-geram-ada-sabotase-ekonomi-minta-jaksa-agung-kapolri-tindak,"Prabowo Geram Ada Sabotase Ekonomi, Minta Jaksa Agung-Kapolri Tindak",Presiden Prabowo Subianto menyoroti pengusaha giling padi yang menurutnya mengambil untung terlampau tinggi
2024-08-10,https://news.detik.com/pemilu/d-7483423/ahy-ultah-ke-46-jubir-demokrat-ceritakan-perjuangan-ahy-di-dunia-politik,"AHY Ultah ke-46, Jubir Demokrat Ceritakan Perjuangan AHY di Dunia Politik",Ketum Partai Demokrat Agus Harimurti Yudhoyono (AHY) ulang tahun ke-46 hari ini
2025-06-03,https://news.detik.com/berita/d-7945496/tentang-muzdalifah-dan-hukum-melakukan-murur-bagi-jemaah-haji,Tentang Muzdalifah dan Hukum Melakukan Murur bagi Jemaah Haji,Bermalam atau mabit di Muzdalifah menjadi salah satu proses yang harus dilakukan jemaah haji
2025-02-22,https://news.detik.com/berita/d-7790995/bamsoet-yakin-kebijakan-ekonomi-presiden-prabowo-pro-rakyat-konstitusi,Bamsoet Yakin Kebijakan Ekonomi Presiden Prabowo Pro Rakyat & Konstitusi,Anggota DPR RI sekaligus Wakil Ketua Umum Partai Golkar Bambang Soesatyo (Bamsoet) mengajak seluruh elemen bangsa mendukung penuh kebijakan ekonomi yang diambil Presiden Prabowo Subianto dan memberinya kesempatan bekerja mewujudkan Asta Cita
2025-05-05,https://news.detik.com/foto-news/d-7900074/potret-presiden-trump-sambangi-gedung-putih-bareng-ayah-mertua,Potret Presiden Trump Sambangi Gedung Putih Bareng Ayah Mertua,Washington - Presiden AS Donald Trump tiba di South Lawn bersama ayah mertuanya Viktor Knavs
2024-09-03,https://news.detik.com/kolom/d-7520845/membincang-kembali-ongkos-kampanye-politik,Membincang Kembali Ongkos Kampanye Politik,"Bank Indonesia (BI) mencatat perputaran uang pada 1-14 Februari 2024 mencapai Rp 67,1 triliun"
2024-08-30,https://news.detik.com/pilkada/d-7516650/kandasnya-layar-politik-anies-di-pilkada-2024,Kandasnya Layar Politik Anies di Pilkada 2024,Kesempatan Anies untuk ikut dalam ingar bingar Pilkada 2024 berakhir semalam saat sosoknya tidak muncul di KPUD Provinsi Jawa Barat
2025-07-21,https://news.detik.com/berita/d-8022406/presiden-prabowo-tegakkan-pasal-33-uud-45-tindak-pengkhianat-ekonomi-rakyat,Presiden Prabowo Tegakkan Pasal 33 UUD '45 Tindak Pengkhianat Ekonomi Rakyat,Presiden Prabowo Subianto mengatakan penggiling padi yang tak tertib aturan akan disita negara dan diserahkan kepada koperasi
2025-02-18,https://news.detik.com/dw/d-7783625/dihantam-embargo-dan-krisis-ekonomi-warga-rusia-serbu-barang-bekas,"Dihantam Embargo dan Krisis Ekonomi, Warga Rusia Serbu Barang Bekas",Masyarakat Rusia kini semakin mengandalkan toko barang bekas dan bengkel reparasi sebagai alternatif pembelian barang baru
2025-07-17,https://news.detik.com/berita/d-8015603/mahasiswa-bunuh-mahasiswa-di-aceh-lolos-dari-vonis-mati,Mahasiswa Bunuh Mahasiswa di Aceh Lolos dari Vonis Mati,"Majelis hakim Pengadilan Negeri Banda Aceh menjatuhkan vonis 20 tahun penjara terhadap Zulfurqan (20), yang merupakan terdakwa pembunuhan seorang mahasiswa"
2025-06-16,https://news.detik.com/berita/d-7966862/menekraf-masa-depan-ekonomi-kreatif-akan-tumbuh-dari-infrastruktur-kuat,Menekraf: Masa Depan Ekonomi Kreatif Akan Tumbuh dari Infrastruktur Kuat,"Menteri Pariwisata dan Ekonomi Kreatif, Teuku Riefky Harsya, menegaskan pembangunan infrastruktur memegang peranan penting dalam mendukung pertumbuhan ekonomi kreatif nasional"
2025-05-03,https://news.detik.com/berita/d-7897198/legislator-pdip-soroti-revisi-mutasi-letjen-kunto-tni-bukan-alat-politik,Legislator PDIP Soroti Revisi Mutasi Letjen Kunto: TNI Bukan Alat Politik,Anggota Komisi I DPR Mayjen TNI (Purn) TB Hasanuddin menyoroti dinamika pergantian jabatan Letjen TNI Kunto Arief Wibowo sebagai Pangkogabwilhan I yang kemudian dibatalkan
2024-12-24,https://news.detik.com/berita/d-7702627/eddy-soeparno-pidato-prabowo-di-d-8-penting-bagi-arah-kebijakan-politik-ln,Eddy Soeparno: Pidato Prabowo di D-8 Penting bagi Arah Kebijakan Politik LN,"Pimpinan MPR RI Eddy Soeparno meminta semua pihak fokus pada substansi Pidato Presiden Prabowo dalam KTT D-8 di Kairo, Mesir"
2025-07-16,https://news.detik.com/berita/d-8014593/waka-komisi-iii-ajak-masyarakat-hormati-proses-hukum-kasus-diplomat-kemlu,Waka Komisi III Ajak Masyarakat Hormati Proses Hukum Kasus Diplomat Kemlu,"Wakil Ketua Komisi III DPR RI dari Fraksi Partai Golkar, Sari Yuliati mengajak seluruh pihak untuk menghormati proses hukum yang sedang berjalan terkait penyelidikan kasus kematian Arya Daru, diplomat muda Kementerian Luar Negeri RI"
2025-05-06,https://news.detik.com/berita/d-7902731/sari-yuliati-nominator-perempuan-peduli-advokasi-penegakan-hukum,"Sari Yuliati, Nominator Perempuan Peduli Advokasi Penegakan Hukum",Sari Yuliati menjadi salah satu nominator dalam Sekar Agni Negeri
2025-05-08,https://news.detik.com/berita/d-7905387/setara-kritik-keras-tni-gerebek-pengedar-narkoba-di-bima-melanggar-hukum,SETARA Kritik Keras TNI Gerebek Pengedar Narkoba di Bima: Melanggar Hukum!,"TNI melakukan penggerebekan kasus peredaran narkoba di Bima, Nusa Tenggara Barat"
2024-12-24,https://news.detik.com/kolom/d-7700100/arah-masa-depan-politik-kita,Arah Masa Depan Politik Kita,"Meskipun tahun politik telah usai, prosesnya tampak kehilangan esensi"
2024-11-23,https://news.detik.com/foto-news/d-7652609/pramono-rano-unggul-versi-survei-indikator,Pramono-Rano Unggul Versi Survei Indikator,Jakarta - Survei Indikator Politik Indonesia merilis hasil survei elektabilitas cagub dan cawagub Jakarta
2024-11-12,https://news.detik.com/pilkada/d-7635155/apa-itu-politik-uang-dalam-pilkada-ini-pengertian-jenis-jenis-hingga-sanksinya,"Apa itu Politik Uang dalam Pilkada? Ini Pengertian, Jenis-jenis hingga Sanksinya",Politik uang merupakan salah satu pelanggaran kampanye dalam Pilkada
2025-01-21,https://news.detik.com/pilkada/d-7742467/rudy-masud-seno-aji-bantah-tudingan-politik-uang-di-pilgub-kaltim,Rudy Mas'ud-Seno Aji Bantah Tudingan Politik Uang di Pilgub Kaltim,Pasangan Cagub-Cawagub Kalimantan Timur nomor urut 2 Rudy Mas'ud-Seno Aji membantah tudingan pasangan nomor urut 1 Isran Noor-Hadi Mulyadi tentang adanya pelanggaran politik uang yang dilakukannya
2025-03-06,https://news.detik.com/berita/d-7809917/menanti-jerat-hukum-tom-lembong-dalam-korupsi-impor-gula,Menanti Jerat Hukum Tom Lembong dalam Korupsi Impor Gula,Thomas Trikasih Lembong alias Tom Lembong kembali menjalani sidang dalam perkara dugaan korupsi impor gula
2025-02-07,https://news.detik.com/berita/d-7768115/sederet-program-keberlanjutan-pt-gni-majukan-ekonomi-warga-morut,"Sederet Program Keberlanjutan PT GNI, Majukan Ekonomi Warga Morut",PT Gunbuster Nickel Industry (GNI) terus mengupayakan program yang mendukung kesehatan dan kemandirian ekonomi masyarakat di Morowali Utara
2024-08-09,https://news.detik.com/foto-news/d-7481972/ratusan-kader-pdip-bekasi-mengundurkan-diri-ada-apa,"Ratusan Kader PDIP Bekasi Mengundurkan Diri, Ada Apa?",Bekasi - Ratusan kader PDIP Kabupaten Bekasi mengundurkan diri
2024-12-17,https://news.detik.com/dw/d-7691286/ketidakpastian-politik-bayangi-pemakzulan-presiden-korsel,Ketidakpastian Politik Bayangi Pemakzulan Presiden Korsel,"Majelis Nasional pada hari Sabtu (14/12) meloloskan mosi pemakzulan Presiden Yoon Suk Yeol, 11 hari setelah dia mengumumkan darurat militer yang dibatalkan cuma beberapa jam kemudian"
2025-03-24,https://news.detik.com/berita/d-7838305/uu-tni-digugat-ke-mk-mabes-tni-hormati-proses-hukum,"UU TNI Digugat ke MK, Mabes TNI Hormati Proses Hukum",Sejumlah orang menggugat Undang-undang (UU) TNI ke Mahkamah Konstitusi (MK) usai disahkan oleh DPR
2024-12-03,https://news.detik.com/internasional/d-7669626/korsel-darurat-militer-kegiatan-politik-dilarang-dan-media-dikontrol,"Korsel Darurat Militer, Kegiatan Politik Dilarang dan Media Dikontrol",Presiden Korea Selatan (Korsel) Yoon Suk Yeol mengumumkan darurat militer di negaranya
2024-09-04,https://news.detik.com/dw/d-7524613/siapa-sahra-wagenknecht-yang-rombak-lanskap-politik-jerman,Siapa Sahra Wagenknecht yang Rombak Lanskap Politik Jerman?,Pada akhirnya yang tersisa cuma cipratan cat
2025-07-18,https://news.detik.com/kolom/d-8016821/tarif-impor-trump-19-waktunya-indonesia-bangkit-dari-ketergantungan,Tarif Impor Trump 19%: Waktunya Indonesia Bangkit dari Ketergantungan,"Pada Juli 2025, Presiden AS, Donald Trump, mengumumkan bahwa Indonesia akan dikenakan tarif impor sebesar 19% untuk produk-produk yang masuk ke pasar AS, sebuah langkah yang lebih rendah dari ancaman tarif sebelumnya yang mencapai 32%"
2025-05-19,https://news.detik.com/berita/d-7922113/prabowo-bilang-ada-penegak-hukum-bongkar-korupsi-diancam-ini-kata-kpk,"Prabowo Bilang Ada Penegak Hukum Bongkar Korupsi Diancam, Ini Kata KPK",Presiden Prabowo Subianto mengaku mendapat laporan ada penegak hukum yang memberantas korupsi mendapatkan ancaman
2025-04-23,https://news.detik.com/berita/d-7882212/pramono-paparkan-5-misi-dalam-musrenbang-dki-pusat-ekonomi-kota-layak-huni,"Pramono Paparkan 5 Misi dalam Musrenbang DKI, Pusat Ekonomi-Kota Layak Huni",Gubernur DKI Jakarta Pramono Anung memaparkan lima misi pembangunan dalam acara Musyawarah Perencanaan Pembangunan (Musrenbang) Jakarta
2025-06-10,https://news.detik.com/berita/d-7956422/legislator-kecam-israel-serang-rs-ri-di-gaza-pelanggaran-hukum-internasional,Legislator Kecam Israel Serang RS RI di Gaza: Pelanggaran Hukum Internasional,"Anggota Komisi I DPR RI Junico Siahaan mengecam keras aksi brutal yang dilakukan militer Israel terhadap Rumah Sakit (RS) Indonesia di Beit Lahiya, Gaza Utara, Palestina"
2025-06-10,https://news.detik.com/abc-australia/d-7957144/dunia-hari-ini-israel-dituduh-langgar-hukum-internasional-karena-cegat-perahu-bantuan,Dunia Hari Ini: Israel Dituduh Langgar Hukum Internasional karena Cegat Perahu Bantuan,Anda sedang membaca sejumlah informasi pilihan dari berbagai negara yang telah kami rangkumkan untuk Anda
2025-07-21,https://news.detik.com/berita/d-8021057/vonis-bui-dan-denda-tom-lembong-meski-disebut-tak-nikmati-duit-korupsi,Vonis Bui dan Denda Tom Lembong Meski Disebut Tak Nikmati Duit Korupsi,"Mantan Menteri Perdagangan Thomas Trikasih Lembong atau Tom Lembong divonis 4,5 tahun penjara dan denda Rp 750 juta dalam kasus korupsi impor gula"
2025-05-06,https://news.detik.com/berita/d-7902794/waka-mpr-optimis-mbg-kopdes-merah-putih-berdampak-positif-bagi-ekonomi,Waka MPR Optimis MBG-Kopdes Merah Putih Berdampak Positif bagi Ekonomi,"Pimpinan MPR Eddy Soeparno menilai pertumbuhan ekonomi 4,87 persen masih menunjukkan kinerja ekonomi Indonesia yang cukup baik"
2024-09-11,https://news.detik.com/berita/d-7535269/bamsoet-kepercayaan-publik-modal-utama-dalam-politik,Bamsoet: Kepercayaan Publik Modal Utama dalam Politik,Ketua MPR RI Bambang Soesatyo mengaku banyak belajar tentang kompleksitas dunia politik dalam perjalanannya sebagai seorang politisi utamanya terkait adaptasi dan fleksibilitas
2025-03-12,https://news.detik.com/foto-news/d-7820249/koperasi-bangkit-meretas-jalan-penguatan-ekonomi-kerakyatan,"Koperasi Bangkit, Meretas Jalan Penguatan Ekonomi Kerakyatan",Jakarta - Koperasi menjadi soko guru perekonomian nasional
2024-10-20,https://news.detik.com/kolom/d-7594602/zaken-kabinet-politik-akomodatif-dan-dilema-prabowo,"Zaken Kabinet, Politik Akomodatif, dan Dilema Prabowo","Hari ini, 20 Oktober 2024, sirkulasi pemerintahan di Indonesia akan mulai berjalan"
2025-07-17,https://news.detik.com/berita/d-8016251/alasan-mk-tolak-gugatan-agar-capres-cawapres-minimal-s-1,Alasan MK Tolak Gugatan agar Capres-Cawapres Minimal S-1,Mahkamah Konstitusi (MK) menolak gugatan yang meminta agar syarat calon presiden dan wakil presiden berpendidikan paling rendah SMA diganti menjadi minimal sarjana atau S-1
2024-12-26,https://news.detik.com/berita/d-7704292/tahun-politik-di-2024-dinamika-pemilu-hingga-prabowo-gibran-dilantik,Tahun Politik di 2024: Dinamika Pemilu hingga Prabowo-Gibran Dilantik,Sepanjang 2024 menjadi tahun politik bagi Tanah Air
2025-06-15,https://news.detik.com/berita/d-7965875/anies-minta-anak-muda-tak-jauhi-politik-singgung-polemik-tambang-di-raja-ampat,"Anies Minta Anak Muda Tak Jauhi Politik, Singgung Polemik Tambang di Raja Ampat","Mantan Gubernur DKI Jakarta, Anies Baswedan, meminta anak muda berpartisipasi di ruang demokrasi"
2025-07-25,https://news.detik.com/berita/d-8029097/2-wanita-tipu-tipu-jual-kontrakan-murah-di-bekasi-ditangkap,2 Wanita Tipu-tipu Jual Kontrakan Murah di Bekasi Ditangkap!,"Polisi menangkap dua orang wanita yang terlibat dalam kasus tipu-tipu penjualan kontrakan fiktif di Jatisampuma, Kota Bekasi, Jawa Barat (Jabar)"
2024-11-09,https://news.detik.com/berita/d-7629663/tentang-pesan-prabowo-agar-pemerintahan-bersih-dari-dendam-politik,Tentang Pesan Prabowo agar Pemerintahan Bersih dari Dendam Politik,Presiden Prabowo Subianto menyampaikan pesan kepada jajarannya untuk menjalankan pemerintahan yang bersih dari dendam politik
2024-11-18,https://news.detik.com/foto-news/d-7643758/potret-presiden-prabowo-foto-bareng-pemimpin-negara-di-ktt-apec-2024,Potret Presiden Prabowo Foto Bareng Pemimpin Negara di KTT APEC 2024,"Peru - Presiden Prabowo Subianto mengikuti KTT APEC 2024 di Lima, Peru"
2025-05-20,https://news.detik.com/kolom/d-7923016/menimbang-kebijakan-fiskal-dan-asumsi-ekonomi-makro-2026,Menimbang Kebijakan Fiskal dan Asumsi Ekonomi Makro 2026,"Hari ini, bertepatan dengan 20 Mei, sebagai hari kebangkitan nasional, Menteri Keuangan Sri Mulyani Indrawati, mewakili pemerintah menyampaikan pokok pokok kebijakan fiskal dan asumsi ekonomi makro sebagai landasan penyusunan RAPBN 2026 di sidang paripurna DPR RI"
2025-06-15,https://news.detik.com/berita/d-7965699/kuasa-hukum-jokowi-sindir-narasi-mengasingkan-jokowi-buntut-isu-ijazah,Kuasa Hukum Jokowi Sindir Narasi 'Mengasingkan Jokowi' Buntut Isu Ijazah,"Kuasa hukum Presiden ke-7 RI Joko Widodo (Jokowi), Rivai Kusumanegara, mengungkapkan ada narasi ingin mengasingkan kliennya buntut isu ijazah palsu"
2025-03-20,https://news.detik.com/berita/d-7832402/tak-pakai-toga-4-pengacara-tom-lembong-diminta-hakim-keluar-area-sidang,"Tak Pakai Toga, 4 Pengacara Tom Lembong Diminta Hakim Keluar Area Sidang",Hakim menegur tim pengacara mantan Menteri Perdagangan Thomas Trikasih Lembong alias Tom Lembong gara-gara ada empat orang yang tak memakai toga
2025-04-17,https://news.detik.com/foto-news/d-7873176/begini-eksekusi-hukum-cambuk-untuk-pelanggar-syariat-islam-di-aceh,Begini Eksekusi Hukum Cambuk untuk Pelanggar Syariat Islam di Aceh,Aceh - Mahkamah Syar'yiah menjatuhkan hukuman kepada 10 warga yang terbukti bersalah melakukan pelanggaran hukum Jinayat Qanun Syariat
2024-09-20,https://news.detik.com/dw/d-7550091/seberapa-penting-dukungan-politik-taylor-swift-dalam-pemilu-as,Seberapa Penting Dukungan Politik Taylor Swift dalam Pemilu AS?,Suara dukungan dari para selebriti memang menjadi hal yang biasa dalam pemilihan umum (Pemilu) di Amerika Serikat (AS)
2025-07-24,https://news.detik.com/berita/d-8026544/gakkumhut-rilis-capaian-penegakan-hukum-pengendalian-karhutla-mei-juli-2025,Gakkumhut Rilis Capaian Penegakan Hukum-Pengendalian Karhutla Mei-Juli 2025,"Direktorat Jenderal Penegakan Hukum Kehutanan (Ditjen Gakkumhut), Kementerian Kehutanan, menegaskan komitmennya menjaga kelestarian hutan melalui penegakan hukum dan pengendalian kebakaran hutan dan lahan (karhutla)"
2025-02-19,https://news.detik.com/berita/d-7784901/kpk-tetap-panggil-hasto-kristiyanto-20-februari-semoga-patuh-hukum,KPK Tetap Panggil Hasto Kristiyanto 20 Februari: Semoga Patuh Hukum,Tim hukum PDIP meminta KPK menunda pemeriksaan kepada Hasto Kristiyanto (HK) hingga gugatan praperadilan dari Sekjen PDIP itu diputus pengadilan
2025-06-08,https://news.detik.com/berita/d-7954004/ppp-hormati-jokowi-pilih-psi-kami-tak-pernah-melamarnya-jadi-caketum,PPP Hormati Jokowi Pilih PSI: Kami Tak Pernah Melamarnya Jadi Caketum,Presiden ke-7 RI Joko Widodo (Jokowi) memilih Partai Solidarits Indonesia (PSI) saat ditanya mengenai kemungkinan masuk pada bursa calon ketua umum Partai Persatuan Pembangunan (PPP)
2025-05-25,https://news.detik.com/foto-news/d-7931371/ika-fisip-undip-siap-bantu-pemerintah-dalam-pembangunan-bangsa,IKA FISIP Undip Siap Bantu Pemerintah dalam Pembangunan Bangsa,"Jakarta - Ikatan Alumni Fakultas Ilmu Sosial dan Ilmu Politik (IKA FISIP) Universitas Diponegoro (Undip) resmi melantik Pengurus Pusat masa bakti 2025-2030, di Jakarta"
